_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	-1.3403096256342988	-0.07192480796382901	NA	LEMMAREL2	NA	LEMMAREL	162	selection	NA	NA	5000	all	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	-1.43860021560401	-0.06320423188305141	NA	LEMMAREL2	NA	LEMMAREL	162	selection	NA	NA	5000	nav	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	-1.2000935666818997	0.20043640154883777	NA	LEMMAREL2	NA	LEMMAREL	162	selection	NA	NA	FOC	all	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	-1.2569855488347823	0.23282139508430705	NA	LEMMAREL2	NA	LEMMAREL	162	selection	NA	NA	FOC	nav	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	-1.0800965822381217	0.6371659287022073	NA	LEMMAREL2	NA	LEMMAREL	162	weight	NA	NA	5000	all	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	-1.0299414013101589	0.567398365029045	NA	LEMMAREL2	NA	LEMMAREL	162	weight	NA	NA	5000	nav	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	-1.0255859984229276	0.744632544724741	NA	LEMMAREL2	NA	LEMMAREL	162	weight	NA	NA	FOC	all	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-1.030177152110899	0.7889214853621522	NA	LEMMAREL2	NA	LEMMAREL	162	weight	NA	NA	FOC	nav	209	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	-1.383225635853395	-0.40679560461116665	NA	LEMMAREL3	NA	LEMMAREL	278	no	NA	NA	5000	all	213	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	-1.425032422239651	-0.3696156104532791	NA	LEMMAREL3	NA	LEMMAREL	278	no	NA	NA	5000	nav	213	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	-1.1824773131905817	-0.06620845175440632	NA	LEMMAREL3	NA	LEMMAREL	278	no	NA	NA	FOC	all	213	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	-1.2548546263892806	-0.03978087919055005	NA	LEMMAREL3	NA	LEMMAREL	278	no	NA	NA	FOC	nav	213	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	-1.3729041985242485	-0.27325119283844695	NA	LEMMAREL3	NA	LEMMAREL	197	selection	NA	NA	5000	all	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	-1.4156309809102954	-0.2612868421774733	NA	LEMMAREL3	NA	LEMMAREL	197	selection	NA	NA	5000	nav	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	-1.1451406165944304	0.04820169882725174	NA	LEMMAREL3	NA	LEMMAREL	197	selection	NA	NA	FOC	all	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	-1.2270202426073196	0.06807789132476244	NA	LEMMAREL3	NA	LEMMAREL	197	selection	NA	NA	FOC	nav	212	1	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
