measure	globqual	meanclassqual	classqual_herinneren_1	classqual_herinneren_2	model	technique
SIL	0.45754669674670945	0.4460492740065788	0.41429448739097985	0.47780406062217773	herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.984427898412144	0.9785534353136776	0.9623287277083893	0.9947781429189657	herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.964611444277861	0.9496019822794727	0.9081472777124951	0.9910566868464502	herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9778996865203762	0.9702547196218082	0.9491400491400491	0.9913693901035673	herinneren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.8320339833318013	1.7069647744358163	1.3615355308183337	2.052394018053299	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.4038326722801133	0.35400454716845114	0.21638401114576503	0.49162508319113724	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9289636745068103	0.8996857047810469	0.8188227407765577	0.9805486687855361	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9325024987506247	0.9117506334072102	0.8544359576968272	0.9690653091175931	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9440438871473354	0.9294622585761827	0.8891891891891892	0.9697353279631761	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6801073800422117	1.5240124154203016	1.0928929893216925	1.9551318415189105	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.3309250255095708	0.2515435188826718	0.03229935772266493	0.4707876800426787	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9381246194156048	0.9174133926725885	0.8602109569061629	0.9746158284390142	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.9319558970514743	0.9071193854834472	0.8385233059146102	0.975715465052284	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9517241379310345	0.9383665598855472	0.9014742014742014	0.9752589182968929	herinneren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.0451453304934044	2.0418364109284166	2.032697490225117	2.050975331631716	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.4840902651453929	0.47885252739592765	0.46438639456407144	0.4933186602277839	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9865388847041955	0.9834792201069167	0.9750287178858608	0.9919297223279726	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9751686656671664	0.967114266164899	0.9448687818253035	0.9893597505044945	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9793887147335423	0.9738298137032315	0.9584766584766585	0.9891829689298044	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.6514751025984362	1.68545748019034	1.779313570682264	1.5916013896984156	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.3555877447113466	0.36477394388080997	0.3901453511107565	0.33940253665086345	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9593904635227473	0.9535786716133683	0.9375270558636554	0.9696302873630813	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.923866191904048	0.9099393490904223	0.8714747356051704	0.9484039625756742	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.944435736677116	0.935889341585544	0.9122850122850122	0.959493670886076	herinneren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6251921542768506	1.5751179639025206	1.4378557714646518	1.7123801563403895	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.34452183861858937	0.3197722881109269	0.25192940260168745	0.38761517362016634	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9317800548459167	0.9161442224074896	0.8732836464292125	0.9590047983857666	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9043198357902593	0.879089713175029	0.8099294947121034	0.9482499316379546	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.911197815060476	0.8908665955835767	0.8351351351351352	0.9465980560320183	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4792545856544561	1.3961918312309973	1.1685021632231627	1.6238814992388317	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2760856393029497	0.2263248511384492	0.08992174946399484	0.36272795281290354	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.873981227112253	0.8411877933014501	0.7512952041494846	0.9310803824534156	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.871742240467749	0.8379316046973964	0.7452506854680767	0.9306125239267159	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8813889972688256	0.8552338788187845	0.7835380835380835	0.9269296740994855	herinneren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.7697579133001324	1.8043945191983273	1.899339568307497	1.7094494700891578	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.4001946147414787	0.40924961544870897	0.4340709703285284	0.38442826056888957	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.963718321045459	0.9583232257167089	0.9435343173449589	0.9731121340884591	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9471449897368912	0.9359096586332025	0.9051116333725029	0.9667076838939022	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9549746390948107	0.9478327383987761	0.9282555282555283	0.967409948542024	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3412539651958484	1.3757143444790372	1.4701763253376603	1.281252363620414	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.21212660696668034	0.22885578773522913	0.2747134244301923	0.18299815104026598	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8390053749563785	0.7984421764703966	0.687251291208823	0.9096330617319703	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k23	0.8299900478945077	0.7984402059976301	0.7119565217391305	0.8849238902561298	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8429184549356223	0.8158816621080772	0.7417690417690418	0.8899942824471127	herinneren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.424629218933624	2.25916897564156	1.8066451777222996	2.71169277356082	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.5308735193805959	0.48351241676823425	0.3539826542018957	0.6130421793345728	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9674585869311317	0.9546973683353115	0.9197962042238514	0.9895985324467715	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9539041052161145	0.9400537634408602	0.9021739130434783	0.9779336138382422	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9645174209050861	0.9554920169436298	0.9308080808080808	0.9801759530791789	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.9611535598099288	1.802571926771062	1.3688607135201858	2.2362831400219383	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.4201161138365768	0.3499422240643024	0.15802086287988912	0.5418635852487157	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9213048755083348	0.8915641997391439	0.8102252431173806	0.9729031563609072	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.9282864074570644	0.9037392538049971	0.8366042673107891	0.9708742402992052	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9495394473368042	0.9397238514173998	0.9128787878787878	0.9665689149560117	herinneren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	3.0292936121408673	3.0052805411014045	2.9396062383790165	3.070954843823792	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.6269040365765948	0.6117438608203626	0.5702816933906675	0.6532060282500577	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9858104968007532	0.9805707816355134	0.9662404763040742	0.9949010869669525	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9762816829470727	0.9669760661783804	0.9415257648953301	0.9924263674614305	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9821385662795354	0.9754944607363962	0.9573232323232324	0.9936656891495601	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.9667887431489801	1.9927635654742537	2.063803139785545	1.9217239911629627	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.4569457768183915	0.4475989542674047	0.42203595765205526	0.4731619508827541	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9719600288905339	0.9660314829650429	0.9498172670001461	0.9822456989299398	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.9621879588839941	0.9456885356604852	0.9005636070853462	0.9908134642356241	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9759711653984782	0.9695584881068752	0.952020202020202	0.9870967741935484	herinneren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.8826459912617122	1.7819862666408528	1.5066879836416345	2.057284549640071	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.4194333683411837	0.3782111930138535	0.2654710267571791	0.49095135927052785	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9520198190220494	0.9359355283555297	0.8919459623157711	0.9799250943952883	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9329789950839558	0.9132519089917407	0.8592995169082126	0.9672043010752688	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9403283940728875	0.9277052785923754	0.8931818181818182	0.9622287390029326	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.698038194166298	1.5832006102039442	1.2691267359936513	1.897274484414237	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.35581578499373917	0.29851649365843	0.1418063836208977	0.45522660369596235	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.91917382347774	0.8980623337282059	0.8403236810397208	0.9558009864166909	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.9084306965460002	0.8792833813827853	0.799567230273752	0.9589995324918186	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9263916700040048	0.908642880417074	0.8601010101010101	0.9571847507331378	herinneren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.36746291173101	2.372430404842667	2.3860161992564763	2.3588446104288576	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.5457651114539978	0.5375802546517428	0.5151951643612378	0.5599653449422476	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9769318835353921	0.9671351506040355	0.9403416762014102	0.993928625006661	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9791546957798634	0.9710065386213703	0.9487218196457327	0.993291257597008	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9798157789347217	0.9731850765721733	0.955050505050505	0.9913196480938417	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.7601279055439945	1.8212875167372888	1.9885553690370215	1.6540196644375562	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.3913580928172951	0.4011183450161375	0.42781204681297147	0.3744246432193035	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9580227809705972	0.9439225239655182	0.9053591704696994	0.982485877461337	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.941566111217519	0.9242959781310062	0.8770632045088567	0.9715287517531557	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9576291549859832	0.9480140110785272	0.9217171717171717	0.9743108504398827	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8234393783298675	1.7709018743047946	1.6259490017536895	1.9158547468558995	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.40718401871217913	0.3824147530182277	0.31407545369395207	0.4507540523425034	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9600725441840644	0.9428037648951363	0.8951585786642381	0.9904489511260345	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9383899753180178	0.9190641496515528	0.8657434981139567	0.972384801189149	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.946883684001588	0.9325230705367692	0.8929016189290162	0.9721445221445222	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5239907142918279	1.4220547023201293	1.140809560856046	1.7032998437842128	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2918938974160594	0.23145898758520747	0.06471688696755568	0.39820108820285927	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9213638717739338	0.8896867356629083	0.8022883721758626	0.9770850991499542	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.9128694386431239	0.8824418851778888	0.798491165376216	0.9663926049795615	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9244144501786423	0.9027796404508733	0.8430884184308842	0.9624708624708624	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.0441931795313013	2.0676277514903907	2.1322845825582406	2.002970920422541	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.4763183678391319	0.475798163542722	0.4743629010863622	0.4772334259990818	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9685436844617565	0.9555776303784458	0.9198038185100343	0.9913514422468573	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9652237200177204	0.9539831528738616	0.9229700218383958	0.9849962839093274	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9681619690353315	0.9588083149726985	0.9330012453300125	0.9846153846153846	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.5777193917660386	1.6721356669979723	1.9326335829993324	1.4116377509966125	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.3183032798159551	0.3493051403989494	0.4348403942966084	0.26376988650129035	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9525171374606952	0.9400299307037505	0.9055772759165173	0.9744825854909837	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k23	0.925985697107778	0.9046518901157079	0.8457911455231288	0.9635126347082869	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9409289400555776	0.9245745122457452	0.8794520547945205	0.9696969696969697	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.093839810297674	1.8552756213488832	1.190703952134395	2.5198472905633715	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.4233568902501909	0.33508155787359745	0.08917170339594427	0.5809914123512506	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9524460287985819	0.9435790486089364	0.9188781752234952	0.9682799219943774	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.9301374953548867	0.9084714246650261	0.8481159420289855	0.9688269073010665	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9439005439005439	0.9336169239565466	0.904969696969697	0.9622641509433962	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.7901462005161783	1.5955587982229167	1.0534938918345456	2.137623704611288	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.3503221520883571	0.2573985464461623	-0.001460069271380553	0.5162571621637051	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9528508312530558	0.9363278689989232	0.8902996170052678	0.9823561209925785	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.9300136256657996	0.908737580895087	0.8494685990338164	0.9680065627563577	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9477855477855478	0.9390371640937678	0.9146666666666666	0.9634076615208691	herinneren.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	2.47700743280349	2.37617318642189	2.0952777857874327	2.6570685870563473	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.55526698086137	0.5317495401450785	0.46623666957826604	0.5972624107118909	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9734831753933265	0.9711365405789094	0.9645994864530334	0.9776735947047855	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9700854700854701	0.9640397411357214	0.9471980676328502	0.9808814146385927	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9702408702408702	0.966190966266438	0.9549090909090909	0.977472841623785	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.7925704870072983	1.7765716008715007	1.7320032752074936	1.8211399265355077	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.4076314311319312	0.3949814045429004	0.35974204475917204	0.43022076432662887	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9614419851154777	0.9560206135848803	0.9409182214639302	0.9711230057058304	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.938715471324167	0.9252729924346004	0.8878260869565218	0.9627198979126789	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9522144522144522	0.9485077186963979	0.9381818181818182	0.9588336192109777	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.598243073781748	1.4617180355877943	1.0813982863332092	1.8420377848423795	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.3034684610273353	0.23168661599357643	0.031722904828105275	0.4316503271590476	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8963156211875406	0.8642649042011811	0.7749807640248938	0.9535490443774683	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8778799702712746	0.8444959438519735	0.7514975845410629	0.937494303162884	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.891996891996892	0.8667993138936536	0.7966060606060607	0.9369925671812465	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.5744844400956775	1.437806496082767	1.0570607949039448	1.818552197261589	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.2909308164152551	0.21572389807128522	0.006218911255940518	0.4252288848866299	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8431511681540103	0.8103279839598525	0.7188919708475557	0.9017639970721493	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.846045460175895	0.8123420836751436	0.7184541062801932	0.9062300610700939	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.854933954933955	0.8286403659233847	0.7553939393939394	0.9018867924528302	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.9942799733177177	1.9641852153387298	1.8803498181115499	2.0480206125659097	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.46887869644707497	0.45754315374667315	0.42596557050983946	0.48912073698350683	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.978270278397747	0.9750820823499065	0.9662006790737792	0.9839634856260338	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.9673293695032825	0.9591149393856531	0.936231884057971	0.9819979947133352	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9684537684537684	0.9627627215551744	0.9469090909090909	0.9786163522012579	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.4557014759577982	1.4476058384925687	1.4250537055537156	1.470157971431422	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.27343966722377683	0.2637332096893433	0.2366937922719927	0.2907726271066939	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9086392674674334	0.8893308495216957	0.835543113815712	0.9431185852276794	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.8955314009661836	0.8759370157688451	0.821352657004831	0.9305213745328593	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9117327117327118	0.8947695826186393	0.8475151515151516	0.942024013722127	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6282636275068758	1.54785289980616	1.3238515869255951	1.7718542126867252	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.33266770477509716	0.29385467223263995	0.18573265300722325	0.4019766914580566	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8899737909781202	0.8706497393929561	0.8168184528342846	0.9244810259516276	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8760683760683761	0.8483055327682071	0.7709661835748792	0.9256448819615349	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8873348873348873	0.8659942824471126	0.8065454545454546	0.9254431103487707	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.509466640627534	1.4176340346020395	1.161814632102447	1.6734534371016319	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2776702994893861	0.22685573106186913	0.08530086187092886	0.36841060025280936	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
