measure	globqual	meanclassqual	classqual_huldigen_1	classqual_huldigen_2	model	technique
SCP_k10_b0	0.7699148509233791	0.7076128263862063	0.8551702529216154	0.5600553998507972	huldigen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k22	0.7923583662714098	0.7317136667680146	0.8753458498023715	0.5880814837336577	huldigen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7966060606060605	0.7470410839160839	0.8644318181818181	0.6296503496503496	huldigen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6679780222649163	1.657258460010862	1.682717420364241	1.631799499657483	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.3320576148838738	0.32837063799537536	0.3371272081055592	0.31961406788519153	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8189978776356381	0.7778055659607068	0.8756373061886685	0.6799738257327452	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8305682684973302	0.7908371151124775	0.885198604401503	0.6964756258234519	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8430622009569377	0.8075298438934803	0.8919191919191919	0.7231404958677686	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.6249833137697822	1.6202563966753587	1.6314828247746145	1.6090299685761031	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.3212095833269691	0.3201716808404504	0.32263669924593225	0.31770666243496853	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8414527491380753	0.807359043984333	0.8883315937244709	0.7263864942441951	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.832697686244597	0.7951007661152589	0.884393451422437	0.7058080808080808	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8383572567783094	0.8046270788695031	0.884736251402918	0.7245179063360881	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.5285379137916282	1.5529332348682892	1.494994347311219	1.6108721224253595	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.3043127425071431	0.31220943113951144	0.29345479563763666	0.3309640666413862	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8937312792510373	0.8740539725027485	0.9207875760299344	0.8273203689755627	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.8718058733790999	0.8400744563184177	0.915436571837538	0.7647123407992973	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8760765550239235	0.8478216508519538	0.9149270482603816	0.7807162534435261	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.4194205848032653	1.3201316166139179	1.5559429160636178	1.084320317164218	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.24235207326671593	0.18388308707095316	0.32274692928588977	0.04501924485601656	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7602871385846072	0.6898991091588051	0.857070679045085	0.5227275392725251	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k23	0.7679570302568014	0.7042750370045056	0.8555197709787081	0.553030303030303	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.773444976076555	0.7169931639628608	0.8510662177328844	0.5829201101928374	huldigen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.5613329631920805	1.6029038290585231	1.5052823575294612	1.7005253005875853	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.2938546220570656	0.3059635997411957	0.27752791057284526	0.3343992889095461	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8621953207656181	0.8269830471283975	0.9096725436472638	0.7442935506095313	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.8511982435427412	0.8070975817620113	0.910659809988669	0.7035353535353536	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8505437146585472	0.8086597518812284	0.9070164734594265	0.7103030303030303	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.6356658139705573	1.6700441237825792	1.589313036695921	1.7507752108692376	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.3275368020627915	0.33598421693818026	0.3161470291970988	0.35582140467926177	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8536920075861594	0.8162062508362824	0.90423460095678	0.7281779007157847	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.8620311108349386	0.8216767386230474	0.9164415003341178	0.726911976911977	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8618529795563288	0.822021557860484	0.9155582672361195	0.7284848484848485	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5278335359991448	1.5834851591100274	1.4527976396698652	1.7141726785501894	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.2903589738548114	0.30796578797063573	0.2666194492042617	0.34931212673700973	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8774548875683934	0.8461667083677014	0.9196411966030344	0.7726922201323682	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.8833032995712422	0.8513347763347764	0.9264069264069265	0.7762626262626263	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8883862548934319	0.860178970917226	0.926418547895058	0.793939393939394	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4509329013252081	1.3587570415393886	1.5752149594633917	1.1422991236153857	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.26271772832616597	0.2086455274998103	0.3356240665190051	0.08166698848061547	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8087187495782849	0.7514214328491691	0.8859735586512503	0.6168693070470878	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k21	0.8206259450278589	0.7602290885847933	0.9020599087713181	0.6183982683982684	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8254023488473249	0.7688539760016271	0.901647345942648	0.6360606060606061	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5248757226538772	1.5688232318667987	1.465620654052185	1.6720258096814125	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.28716980453166896	0.30149270750505974	0.26785802524170393	0.33512738976841555	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8520303669008251	0.8187222709071875	0.8969401592517972	0.740504382562578	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.8499761801197208	0.8078350620296929	0.9067956651849269	0.7088744588744589	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8529795563288386	0.8138977018507221	0.9056741915802319	0.7221212121212122	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.552968632787591	1.58664992965821	1.5075556482429355	1.6657442110734846	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.2997203365584419	0.31013821957970067	0.2856737527095537	0.3346026864498476	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8523555000741359	0.8129487087778257	0.9054882523837675	0.7204091651718838	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.8489405331510594	0.8090696030293345	0.9026990906185537	0.7154401154401154	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8442801217920834	0.8029997966239577	0.8999389871873094	0.706060606060606	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3271325511326766	1.351432755846918	1.2943682301696544	1.4084972815241812	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.1982682410215742	0.20856647291599578	0.18438298453471363	0.23274996129727793	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7978312221651831	0.7521278261676985	0.859453778566286	0.6448018737691108	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.8078046355558317	0.7578738003234647	0.8751271100264388	0.6406204906204906	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8135711178773379	0.7653528574333943	0.8785845027455765	0.6521212121212121	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.322679998924416	1.230170873787133	1.447411403603898	1.0129303439703683	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.1984248520336287	0.13669467150282022	0.28165655612011203	-0.008267213114471601	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7459983894477961	0.663941426998565	0.8566369905029391	0.4712458634941908	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k21	0.7418339236521054	0.6657727805378812	0.8443882739184753	0.4871572871572872	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7545889517181383	0.6869707138499085	0.8457596095179988	0.5281818181818182	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4105556530960306	1.4518589381595242	1.3534340886465182	1.5502837876725302	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2373832644706649	0.2543054571593888	0.2139802320288128	0.29463068228996475	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.79624046204789245	0.7540006395987618	0.8546572377754136	0.6533440414221101	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k22	0.8033596837944664	0.7554879902705989	0.8695652173913043	0.6414107631498935	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8064123376623377	0.7611074460131064	0.8690680388793596	0.6531468531468532	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3653008960708353	1.3987387331693533	1.3190570788069274	1.4784203875317792	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.20932985662640707	0.2265396678530124	0.18552905386620822	0.2675502818398166	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7605910922146122	0.7099982753867431	0.830559881444644	0.5894366693288421	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k22	0.7737859966120836	0.7235477128832337	0.843264474109429	0.6038309516570386	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7837662337662338	0.7357294278048995	0.8502001143510577	0.6212587412587413	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2593522925916778	1.3142625937740027	1.1834125143608025	1.4451126731872028	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.15985570266798696	0.19190657990107252	0.11553002138818777	0.26828313841395723	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.776473909767003	0.7291529899771579	0.8419177350082783	0.6163882449460376	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k22	0.7769268774703557	0.7277913227051865	0.8448803042732493	0.6107023411371237	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7757305194805195	0.7254387122311651	0.8452830188679246	0.6055944055944056	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2614862256227168	1.1946105171714754	1.3539739075233699	1.035247126819581	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.17026530447736457	0.12385840964158262	0.23444505265450985	0.013271766628655386	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.726881748965849	0.6572444737751919	0.8231886189103748	0.491300328640009	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k22	0.7228084415584416	0.6525699348504926	0.8199468018992219	0.48519306780176347	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.736038961038961	0.6746589259796807	0.820926243567753	0.5283916083916084	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.0240377728236494	1.9589423661027567	2.1126212128974418	1.8052635193080717	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.43995997773364737	0.41414478261433785	0.4750899339784809	0.3531996312501948	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8813104222334008	0.8525064912182382	0.920507524233416	0.7845054582030604	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8838997531801784	0.8530422927595507	0.9258913488041255	0.7801932367149759	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8808257244938468	0.8489073670334127	0.9242610150585611	0.7735537190082644	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.9759651414880584	1.932329370002263	2.0353457789738827	1.8293129610306433	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.42608517074199126	0.4083014713679182	0.4502856688592865	0.36631727387654994	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8831819474351136	0.8564928369090957	0.9195011493880452	0.7934845244301463	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.8752927029934814	0.844807436865319	0.9167778074153108	0.7728370663153272	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8759825327510917	0.8450134360898444	0.9181260457334077	0.771900826446281	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.7544680516500073	1.7219264266217216	1.7987515001421077	1.6451013531013354	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.38592764411846875	0.3669568348924094	0.41174359069413724	0.32217007909068157	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9173973075235999	0.8926402786907343	0.9510872849044067	0.8341932724770618	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.8975064869312069	0.8660306047942752	0.9403396461278564	0.7917215634606939	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.89813418023025	0.8690986834322028	0.9376464026770776	0.8005509641873279	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.6535415958694764	1.5154042624558364	1.8415222970096876	1.1892862279019851	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.33232622007990337	0.2664524610886427	0.42196886118141275	0.11093606099587264	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8329468635513648	0.789732302334689	0.8917543076812743	0.6877102969881038	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.8304063033985191	0.7811635291296535	0.8974170890015115	0.6649099692577953	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8362048431917427	0.7933825144923862	0.8944785276073619	0.6922865013774104	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.763795371372991	1.6885346956142468	1.866211961065303	1.5108574301631905	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.36991426951538214	0.33878036303353715	0.4122820597793361	0.2652786662877382	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8463030399642643	0.8145244013709743	0.8895481976376073	0.7395006051043412	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8530947408391873	0.8143991596412241	0.9057526451498177	0.7230456741326307	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8495434696308058	0.8143918268011966	0.8973786949247072	0.731404958677686	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6590052423478108	1.6003620900349629	1.7388082949797272	1.4619158850901985	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.33980133673967805	0.3140314294044712	0.3748696642473823	0.25319319456156014	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8710105954057	0.8333084715055763	0.9223165784450438	0.7443003645661089	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.8603252958673502	0.8228431622169952	0.9113319107317507	0.73435441370223975	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8682016673283048	0.8362689922087579	0.9116564417177914	0.7608815426997245	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5356838026265818	1.5056632351072876	1.5765365336837656	1.4347899365308099	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.3114826817676692	0.29434060142255825	0.3348100488352428	0.25387115400987376	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.89052188001959	0.8543702487056273	0.9397179143849824	0.7690225830262721	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.8774128219732928	0.8411514114201497	0.9267582466435494	0.7555445761967501	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8763001190948789	0.8417938447497846	0.9232571109871723	0.7603305785123967	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.4734811893515358	1.3470591686031754	1.6455194031534286	1.0485989340529223	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.2634635903340233	0.1911831160369522	0.3618246481403468	0.02054158393355758	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8068396733685855	0.7557915484014104	0.8763072248703083	0.6352758719325126	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.8047117271058793	0.7484133816155689	0.8813239085978483	0.6155028546332895	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8250099245732433	0.7855185992665078	0.8787506971556052	0.6922865013774104	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.591201026864514	1.6674197050905653	1.487480763711537	1.8473586464695932	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.3052956726087376	0.33640926724322395	0.2629555232092303	0.4098630112772176	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.861253094119518	0.8343408215116965	0.8978759805549037	0.7708056624684895	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.8464021264476932	0.8154312530479508	0.8885480572597138	0.7423144488361879	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8568479555379118	0.8289492808734302	0.8948131622978248	0.7630853994490358	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5133056194832337	1.6009343603465347	1.394058260782659	1.8078104599104103	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.26879647564056547	0.3073374055564373	0.2163490246210285	0.3983257864918461	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
