	file	token_id	left	target	right	type
6051	het_laatste_nieuws_20020821_01_284	giftig/adj/het_laatste_nieuws_20020821_01_284/370	toen niet op de hoogte gesteld . Zwaveldioxide is een	giftig	gas met een verstikkende geur . Bij het bedrijf was	giftig/adj
6052	het_laatste_nieuws_20020821_01_284	giftig/adj/het_laatste_nieuws_20020821_01_284/1307	massa blikseminslagen zorgde bovendien voor brand , treinvertragingen en een	giftige	gaswolk . Ook andapos;s namiddags bleef het regenen , maar	giftig/adj
6053	het_nieuwsblad_20030522_01_466	giftig/adj/het_nieuwsblad_20030522_01_466/79	uitgevoerd , dat op twee plaatsen een duidelijke vervuiling met	giftige	stoffen aantoonde . De vervuiling verspreidt zich richting Melsterbeek .	giftig/adj
6054	algemeen_dagblad_20010829_122	gelovig/adj/algemeen_dagblad_20010829_122/34	pond is 1,15 euro en de kerk ziet aankomen dat	gelovigen	die nu wekelijks een pond in de collectezak gooien ,	gelovig/adj
6055	algemeen_dagblad_20010829_122	gul/adj/algemeen_dagblad_20010829_122/207	mensen is doorgedrongen , vertrouwen wij er op dat ze	gul	"zullen blijven geven bij de collectes . 	 Pastoor Tom"	gul/adj
6056	algemeen_dagblad_20011013_209	gelovig/adj/algemeen_dagblad_20011013_209/1580	dat de grote leider nog zij aan zij met de	gelovigen	strijdt , terwijl hij misschien allang elders is . En	gelovig/adj
6057	nrc_handelsblad_20020711_128	gul/adj/nrc_handelsblad_20020711_128/729	de Venustempel . Maar , constateert ze met een even	gulle	lach , het uitgangspunt was goed : in het eerste	gul/adj
6058	het_nieuwsblad_20010830_01_351	geldig/adj/het_nieuwsblad_20010830_01_351/41	"	 zegt Buitenlandse Zaken , 	 Het bezit van een"	geldig	visum en identiteitskaart is geen garantie dat je het land	geldig/adj
6059	de_standaard_20000224_01_96	gelovig/adj/de_standaard_20000224_01_96/264	dag in de mond liggen van zowel voormalige als oerconservatieve	gelovigen	, het vermeit zich in de soort woordenpraal die pseudo-intellectueel	gelovig/adj
6060	de_standaard_20000224_01_96	geestig/adj/de_standaard_20000224_01_96/318	". 	 Dat vonden ze bij De Morgen zo verschrikkelijk"	geestig	dat ze het als quote in een vette letter herhaalden	geestig/adj
6061	de_standaard_20000224_01_96	gelovig/adj/de_standaard_20000224_01_96/686	"is voor hun geloofspraktijk en toegankelijk voor 	 gewone 	"	gelovigen	van nu . Ik voeg daar haastig aan toe dat	gelovig/adj
6062	de_morgen_20000921_01_2	giftig/adj/de_morgen_20000921_01_2/291	hebben zoiets publiekelijk te betwisten , bewijst alleen maar hoe	giftig	winstbejag is voor elk moreel besef . De kleine vrachtrijders	giftig/adj
6063	algemeen_dagblad_19991120_157	gekleurd/adj/algemeen_dagblad_19991120_157/12	J. Joosten had er nooit bewust over nagedacht om zijn	gekleurde	Afrikaanse stoffen in Frankrijk te gaan verhandelen . Maar toen	gekleurd/adj
6064	het_nieuwsblad_20040512_01_563	giftig/adj/het_nieuwsblad_20040512_01_563/5	Leven tussen ontploffende ,	giftige	muren Tientallen huizen in Brussel en Wallonië opgetrokken uit stenen	giftig/adj
6065	het_nieuwsblad_20040512_01_563	giftig/adj/het_nieuwsblad_20040512_01_563/74	van de muren . Maar in de blokken zitten ook	giftige	zware metalen zoals kwik , cadmium en chroom . Ja	giftig/adj
6066	de_morgen_19990119_01_59	goedgelovig/adj/de_morgen_19990119_01_59/134	twee procent blijvende arbeidsongeschiktheid aan over . 2Malafide duiveluitdrijvers traumatiseren	goedgelovigen	De anglicaanse kerk in Groot-Brittannië wil hard optreden tegen het	goedgelovig/adj
6067	de_morgen_20011027_01_101	geestig/adj/de_morgen_20011027_01_101/254	met een autoritaire vader . Khalid Boudou ontleedt in zijn	geestig	debuut Het Schnitzelparadijs dan weer het leven van jonge Marokkanen	geestig/adj
6068	het_laatste_nieuws_20020510_01_340	geldig/adj/het_laatste_nieuws_20020510_01_340/730	Dat was het . En dat beschouwt u als een	geldige	kandidatuur ? andquot; Christian Heinzmann . Foto EVG Minister Isabelle	geldig/adj
6069	parool_20020726_130	gloeiend/adj/parool_20020726_130/309	"schiet natuurlijk niet op . 	 Senior is het weer"	gloeiend	"eens met zijn zoon : 	 De geldverspilling moet stoppen"	gloeiend/adj
6070	volkskrant_19990923_150	geestig/adj/volkskrant_19990923_150/658	stortvloed aan flauwiteiten , harde grappen en sterren in het	geestige	portret van een geblokkeerde schrijver die het verschil tussen fictie	geestig/adj
6071	de_morgen_19990212_01_60	giftig/adj/de_morgen_19990212_01_60/1142	een geweer , een dolk , een staf of een	giftig	reptiel - zelfs de deurklink die een vrouw vasthoudt ,	giftig/adj
6072	de_morgen_20000508_01_53	gelovig/adj/de_morgen_20000508_01_53/274	gestoorde en agressieve Olga aan moest . Zij wilde als	gelovige	niet hebben dat haar dochter ' de weg van de	gelovig/adj
6073	nrc_handelsblad_20000215_36	gelovig/adj/nrc_handelsblad_20000215_36/206	` Hare Hare Krishna ' van een kleine processie van	gelovigen	. Met zes andere weduwen woont ze in een hutje	gelovig/adj
6074	het_nieuwsblad_20001031_01_673	geldig/adj/het_nieuwsblad_20001031_01_673/172	wordt verplaatst naar zondag 4 maart . De tickets blijven	geldig	. Wie al een kaartje had , maar niet aanwezig	geldig/adj
6075	de_morgen_20000408_01_102	genaamd/adj/de_morgen_20000408_01_102/1911	Terence Stamp de rol speelde van een jonge dief ,	genaamd	... Wilson . Die scènes worden hier in The Limey	genaamd/adj
6076	nrc_handelsblad_20000124_59	gul/adj/nrc_handelsblad_20000124_59/128	de meer sensuele Finse mezzosopraan Monica Groop . Guschlbauer zwaaide	gul	als een typische exponent van Von Karajan . Diego Masson	gul/adj
6077	nrc_handelsblad_20000124_59	dof/adj/nrc_handelsblad_20000124_59/364	je er weer een verwacht , volgt slechts boven een	doffe	dreun in de piano een droge tik in het slagwerk	dof/adj
6078	nrc_handelsblad_20000930_128	geldig/adj/nrc_handelsblad_20000930_128/302	Uitzending is in overeenstemming met Volkenrecht ( Er is een	geldig	mandaat Veiligheidsraad , dat Kok ` heel duidelijk ' noemt	geldig/adj
6079	het_nieuwsblad_20010608_01_671	dof/adj/het_nieuwsblad_20010608_01_671/67	haar gezicht af te lezen . Haar ogen triest en	dof	. Zagen we daar geen traantje blinken ? Maar al	dof/adj
6080	de_standaard_20030426_01_192	giftig/adj/de_standaard_20030426_01_192/1904	Ook Raymond Langendries , die de Sabena-commissie leidde , beet	giftig	van zich af in de debatten over het eindrapport .	giftig/adj
6081	algemeen_dagblad_20010203_92	geestig/adj/algemeen_dagblad_20010203_92/6	Howard the duck Net5 -	Geestige	vertolkingen van Leo Thompson en Tim Robbins redden een melig	geestig/adj
6082	de_morgen_20030503_01_134	geldig/adj/de_morgen_20030503_01_134/347	aanschaffen . Die kost 12,50 euro , is drie dagen	geldig	en je kunt er in totaal achttien instellingen en monumenten	geldig/adj
6083	de_standaard_20000929_01_116	geldig/adj/de_standaard_20000929_01_116/536	, grapte hij . Pedroso was in zijn enige twee	geldige	sprongen niet verder geraakt dan 8,41 meter maar hij reageerde	geldig/adj
6084	nrc_handelsblad_20031219_26	gekleurd/adj/nrc_handelsblad_20031219_26/233	van de Brit William Talbot . Zijn onscherpe , bruin	gekleurde	portretten geven meteen een fascinerend beeld van de negentiende eeuw	gekleurd/adj
6085	de_morgen_20011020_01_81	gul/adj/de_morgen_20011020_01_81/1185	partijen voor ogen hadden ? Of heeft de Farc het	gulle	gebaar uit de hoofdstad onder druk van haar eigen radicalen	gul/adj
6086	de_morgen_20011020_01_81	giftig/adj/de_morgen_20011020_01_81/1814	Amerikaanse multinational Monsanto die hier tienduizenden liters van het erg	giftige	glyfosfaat ( het in Europa verboden Roundup , LD )	giftig/adj
6087	parool_20000417_22	gelovig/adj/parool_20000417_22/897	de kerk eeuwenlang is omgeven . Gelukkig hebben de beminde	gelovigen	zich heel vaak niets aangetrokken van de kerk . Vrolijke	gelovig/adj
6088	de_morgen_20030124_01_12	gekleurd/adj/de_morgen_20030124_01_12/169	dus . In het donker lokken de geel en rood	gekleurde	lantaarns als lichtjes aan een verlate kerstboom . Veel volk	gekleurd/adj
6089	volkskrant_19990514_71	geestig/adj/volkskrant_19990514_71/582	haar Brakjes in laat grossieren , zijn verpakt in een	geestig	, bloemrijk rijkeluisjargon vol Franse en Engels uitdrukkingen . '	geestig/adj
6090	de_morgen_20030915_01_115	gekleurd/adj/de_morgen_20030915_01_115/9	' Ze mogen dit iedere zondag organiseren '	Gekleurde	steentjes kijken in Ronse Het is aanschuiven in het kasteelpark	gekleurd/adj
6091	het_laatste_nieuws_19990518_01_433	gekleurd/adj/het_laatste_nieuws_19990518_01_433/147	miskleun van het jaar en Camara viel alleen door een	gekleurde	haardos op . Zo slaagden de spitsen er nooit in	gekleurd/adj
6092	nrc_handelsblad_20011217_100	gloeiend/adj/nrc_handelsblad_20011217_100/242	een polymeer van ethanal ) . Verder is er een	gloeiende	plaat die elektrisch wordt verhit en zijn er grote hoeveelheden	gloeiend/adj
6093	nrc_handelsblad_20011217_100	gloeiend/adj/nrc_handelsblad_20011217_100/477	het ware een gourmetset zonder pannetjes . Dus alleen de	gloeiende	plaat . Verscheidene fabrikanten leveren gourmetsets die desgewenst als grill	gloeiend/adj
6094	algemeen_dagblad_20010618_10	gloeiend/adj/algemeen_dagblad_20010618_10/58	hij zaterdag van een druppel op een plaat die steeds	gloeiender	wordt . Het KWF dringt bij minister Borst ( Volksgezondheid	gloeiend/adj
6095	parool_20030105_49	geldig/adj/parool_20030105_49/107	officiële cijfers acht tot negen procent van de passagiers geen	geldig	"vervoerbewijs heeft . 	 In werkelijkheid is het percentage op"	geldig/adj
6096	het_laatste_nieuws_19990615_01_182	geldig/adj/het_laatste_nieuws_19990615_01_182/29	had al eerder een bouwvergunning maar die is niet meer	geldig	. Of de gemeente de vergunning zal afleveren , is	geldig/adj
6097	volkskrant_19990206_5	geldig/adj/volkskrant_19990206_5/86	te betreden , officieel omdat twee van hen niet over	geldige	paspoorten beschikten . De Franse ambassadeur in Macedonië Huntzinger ,	geldig/adj
6098	algemeen_dagblad_20030830_66	dof/adj/algemeen_dagblad_20030830_66/241	leven werd de glanzende loopbaan van Annie M. G. Schmidt	doffer	. De musicals De dader heeft het gedaan en Ping	dof/adj
6099	de_morgen_19990128_01_40	geldig/adj/de_morgen_19990128_01_40/308	een probleem van gemaakt . De uitbaters kregen zelfs een	geldige	exploitatievergunning , die eind dit jaar afloopt . In de	geldig/adj
6100	nrc_handelsblad_20030710_03	gelovig/adj/nrc_handelsblad_20030710_03/119	je een school voor , zeg maar , de zeer	gelovige	mensen . Veel van deze kinderen reizen vanuit Emmeloord met	gelovig/adj
6101	de_morgen_20010326_01_75	geldig/adj/de_morgen_20010326_01_75/255	met 2004 , werd de voorkeursbehandeling ook voor industriële producten	geldig	. De handelsvoordelen voor San José waren een compensatie voor	geldig/adj
6102	volkskrant_20010501_75	geldig/adj/volkskrant_20010501_75/517	laten vallen in een hoogpolig Perzisch tapijt , wat een	geldig	excuus verschafte voor mijn niet al te enthousiaste gedrag de	geldig/adj
6103	algemeen_dagblad_20030624_23	gul/adj/algemeen_dagblad_20030624_23/188	de bezuinigingen . Enschede is met stomheid geslagen . Een	gulle	lentezon hult de vliegbasis Twenthe in een warme gloed ,	gul/adj
6104	volkskrant_20031031_86	dof/adj/volkskrant_20031031_86/70	mij beroert . De wereld zelf ervaar ik als één	doffe	ellende , maar het zit hem in de details .	dof/adj
6105	nrc_handelsblad_20001114_63	geldig/adj/nrc_handelsblad_20001114_63/627	dienen te worden gehanteerd voor het vaststellen wanneer de ponsstemkaart	geldig	is uitgebracht . De stemkaart is ook geldig als het	geldig/adj
6106	nrc_handelsblad_20001114_63	geldig/adj/nrc_handelsblad_20001114_63/635	de ponsstemkaart geldig is uitgebracht . De stemkaart is ook	geldig	als het rechthoekje dat moet worden uitgedrukt naast de naam	geldig/adj
6107	nrc_handelsblad_20011011_11	geldig/adj/nrc_handelsblad_20011011_11/326	voor de geïnteresseerde leek is kwaliteit kennelijk niet het enige	geldige	criterium	geldig/adj
6108	algemeen_dagblad_20010113_56	gekleurd/adj/algemeen_dagblad_20010113_56/1007	gehouden door bodyguards . Een voorbeeld , ook voor de	gekleurde	jeugd in Amerika , die hij middels zijn foundation ook	gekleurd/adj
6109	de_morgen_20020715_01_36	gloeiend/adj/de_morgen_20020715_01_36/846	ontwikkelingsprojecten op , maar zijn die geen druppel op een	gloeiende	"plaat ? 	 Ze zijn in het belang van de"	gloeiend/adj
6110	volkskrant_19990617_23	gloeiend/adj/volkskrant_19990617_23/656	Na tien minuten openen ze de deur , schuiven de	gloeiende	kolen met een machine naar buiten , laden de kolenplak	gloeiend/adj
6111	algemeen_dagblad_20040213_38	gloeiend/adj/algemeen_dagblad_20040213_38/462	"van de slachtoffers . 	 De elektrische leidingen werden plotseling"	gloeiend	heet en de huishoudelijke apparaten vatten vlam . We hebben	gloeiend/adj
6112	nrc_handelsblad_20020110_63	geestig/adj/nrc_handelsblad_20020110_63/653	die niet . En ik vind het ook wel heel	geestig	dat in de afwegingen het nut belangrijkste is . Ook	geestig/adj
6113	volkskrant_20021001_74	geestig/adj/volkskrant_20021001_74/437	een actrice gaat , geeft de schrijver de kans voortdurend	geestige	toespelingen te maken op het theaterbedrijf . De manier waarop	geestig/adj
6114	nrc_handelsblad_20010616_23	geestig/adj/nrc_handelsblad_20010616_23/428	' unaniem wordt bejubeld . Het is een soepel en	geestig	geschreven verhaal over drie generaties Indiërs . Maar het zit	geestig/adj
6115	algemeen_dagblad_20011029_123	gelovig/adj/algemeen_dagblad_20011029_123/11	In moskeeën in tal van Duitse steden roepen fundamentalistische imams	gelovigen	op tegen de Verenigde Staten te strijden en zich vrijwillig	gelovig/adj
6116	nrc_handelsblad_20040130_180	gekleurd/adj/nrc_handelsblad_20040130_180/422	Bush zich aan zijn strategie van ontwijken en de zaken	gekleurd	voorstellen . Omdat Blair gedwongen werd te riskeren dat objectieve	gekleurd/adj
6117	nrc_handelsblad_20001215_123	gekleurd/adj/nrc_handelsblad_20001215_123/675	de liefhebbers heeft Mankowitz van zijn meest beroemde portretten zelfs	gekleurde	zeefdrukken en inkjetprints in oplagen van een paar honderd exemplaren	gekleurd/adj
6118	de_morgen_20020817_01_70	gelovig/adj/de_morgen_20020817_01_70/546	vroeg van EU-commissies , in de hoop dat de kerk	gelovigen	overtuigt van de noodzaak van Europese integratie . In ruil	gelovig/adj
6119	de_morgen_20020817_01_70	gelovig/adj/de_morgen_20020817_01_70/691	. Maar vooralsnog trekt de paus , met vier miljoen	gelovigen	in Krakowice , nog altijd meer publiek dan welk westers	gelovig/adj
6120	de_morgen_20020817_01_70	gelovig/adj/de_morgen_20020817_01_70/709	dan welk westers popidool dan ook . Met vier miljoen	gelovigen	trekt de paus meer publiek dan westers popidool Gisteren begon	gelovig/adj
6121	parool_20001115_72	gekleurd/adj/parool_20001115_72/36	heeft een simpel vogelhuisje ontworpen : Bird House . Het	gekleurde	dakje is van gerecycled kunststof met daaronder een porseleinen bord	gekleurd/adj
6122	de_morgen_20010620_01_43	geestig/adj/de_morgen_20010620_01_43/656	Heart heeft een heel andere toon . Sekules schreef een	geestig	, intelligent en rijk verslag van haar ervaringen , en	geestig/adj
6123	het_laatste_nieuws_20021207_01_792	gul/adj/het_laatste_nieuws_20021207_01_792/272	De vrederechter zal nu een Salomonsoordeel moeten vellen . De	gulle	storting van het boerengezin wordt verklaard door de wet ,	gul/adj
6124	het_nieuwsblad_19991019_01_17	geldig/adj/het_nieuwsblad_19991019_01_17/193	van de belastbare termijn van drie naar vijf jaar niet	geldig	. De BBI maant KB-Luxklanten nu aan belastingen te betalen	geldig/adj
6125	de_morgen_20040702_01_82	goedgelovig/adj/de_morgen_20040702_01_82/1606	Ik zie liever achter elke hoek een vijand dan te	goedgelovig	te zijn en tegen de lamp te lopen . Allez	goedgelovig/adj
6126	de_morgen_20041204_01_58	geldig/adj/de_morgen_20041204_01_58/84	. De inschrijving kost 2 euro en is zes maanden	geldig	. In die periode ontvangt de gebruiker alle sms-berichten met	geldig/adj
6127	volkskrant_20001124_54	gekleurd/adj/volkskrant_20001124_54/289	verrassend eensgezind is in zijn reserves jegens iedereen met een	gekleurde	huid . Het tweede , The Atlantic Sound , verscheen	gekleurd/adj
6128	nrc_handelsblad_20000117_64	geestig/adj/nrc_handelsblad_20000117_64/337	eentje lang niet opkan . Zijn spel is vitaal en	geestig	. In zijn tas , zegt hij opgeruimd , zit	geestig/adj
6129	nrc_handelsblad_20011130_126	geestig/adj/nrc_handelsblad_20011130_126/2256	scènes spelen met een koffiepot . Carice deed dat heel	geestig	. Pas toen we haar hadden aangenomen , vertelde ze	geestig/adj
6130	volkskrant_20030614_106	dof/adj/volkskrant_20030614_106/318	, zegt trainer Boris Orlov . Ooit waren die kijkers	dof	, toen de verwarde Endel in 2000 naar Nijmegen kwam	dof/adj
6131	parool_19990515_25	geldig/adj/parool_19990515_25/107	de deelnemers hebben een uitnodiging voor de conferentie , een	geldig	retourticket , en Moeder Aarde heeft onderdak geregeld . Desondanks	geldig/adj
6132	de_morgen_19990313_01_95	gloeiend/adj/de_morgen_19990313_01_95/1516	"	 Het noordelijk deel van Tur Abdin is glooiend en"	gloeiend	heuvelland , een koperets van graanvelden . In een wolk	gloeiend/adj
6133	algemeen_dagblad_20041214_107	geldig/adj/algemeen_dagblad_20041214_107/64	Den Haag Supporters die in het bezit zijn van een	geldig	toegangsbewijs kunnen zondag bij ADO Den Haag-Feyenoord in de Hofstad	geldig/adj
6134	het_nieuwsblad_20030806_01_319	geldig/adj/het_nieuwsblad_20030806_01_319/53	, aan de kassa 10 euro . Kindertickets : zijn	geldig	op eender welke van de drie dagen , maar alleen	geldig/adj
6135	het_nieuwsblad_20030806_01_319	geldig/adj/het_nieuwsblad_20030806_01_319/75	koop aan de kassa tegen 7 euro . Ze zijn	geldig	voor kinderen tot 12 jaar . VIP-tickets : zijn geldig	geldig/adj
6136	het_nieuwsblad_20030806_01_319	geldig/adj/het_nieuwsblad_20030806_01_319/85	geldig voor kinderen tot 12 jaar . VIP-tickets : zijn	geldig	voor een speciaal afgescheiden gedeelte van de weide , met	geldig/adj
6137	nrc_handelsblad_20011107_104	geestig/adj/nrc_handelsblad_20011107_104/282	ook als de moordenaar slechteriken te grazen neemt , of	geestig	uit de hoek komt . De gruwelijkheden , het gulpende	geestig/adj
6138	algemeen_dagblad_19990128_39	geldig/adj/algemeen_dagblad_19990128_39/130	Nu nog heeft bijna 80 procent van de asielzoekers geen	geldige	reisdocumenten . Dit komt onder meer doordat er nog asielzoekers	geldig/adj
6139	het_laatste_nieuws_20040908_01_487	geldig/adj/het_laatste_nieuws_20040908_01_487/11	De Hammepass , een getrouwheidskaart die bij verschillende Hamse handelaars	geldig	zal zijn , wordt op dinsdag 14 september om 20	geldig/adj
6140	het_laatste_nieuws_20040908_01_487	geldig/adj/het_laatste_nieuws_20040908_01_487/79	Hamme blijft om aankopen te doen , doordat dezelfde spaarkaart	geldig	is bij verschillende handelaars	geldig/adj
6141	nrc_handelsblad_19991204_97	gekleurd/adj/nrc_handelsblad_19991204_97/438	snel iets aan zouden doen . Bij zwarte en andere	gekleurde	acteurs begon opeens de telefoon te rinkelen . Op de	gekleurd/adj
6142	nrc_handelsblad_19991204_97	gekleurd/adj/nrc_handelsblad_19991204_97/465	de aanbiedingen binnen . Allerlei programma's werden halsoverkop aangevuld met	gekleurde	rollen . De afro-Amerikaanse actrice Wendy Davis vertelde The Los	gekleurd/adj
6143	het_nieuwsblad_20040614_01_276	gul/adj/het_nieuwsblad_20040614_01_276/136	keer dat mijn vader , voor zijn kinderen niet altijd	gul	"met lof , enige fierheid laat blijken 	 , zegt"	gul/adj
6144	de_morgen_20030418_01_121	geestig/adj/de_morgen_20030418_01_121/509	denken , het eerste deel van uw memoires is vooral	geestig	". 	 Polemiek is nu eenmaal een vorm van cabaret"	geestig/adj
6145	de_morgen_20030701_01_58	geldig/adj/de_morgen_20030701_01_58/35	spoorpersoneel heeft veroorzaakt . Alle houders van een treinkaart die	geldig	is op 30 juni 2003 zullen een Sorry Pass krijgen	geldig/adj
6146	de_morgen_20000831_01_113	gloeiend/adj/de_morgen_20000831_01_113/55	lichaam , nonnen die hun slappe buik en borsten met	gloeiende	priemen doorprikten en met hete hangijzers verschroeiden , gerespecteerde burgers	gloeiend/adj
6147	de_morgen_19991231_01_30	dof/adj/de_morgen_19991231_01_30/549	, frisdrank ) en bekers klinken in het algemeen wat	dof	". Klinken met borrelglazen is not done . 	 	"	dof/adj
6148	nrc_handelsblad_20020329_41	geldig/adj/nrc_handelsblad_20020329_41/327	een van de strengste ter wereld . Diegenen die zonder	geldig	visum proberen binnen te komen , worden in beveiligde kampen	geldig/adj
6149	nrc_handelsblad_20040501_63	geestig/adj/nrc_handelsblad_20040501_63/355	onorigineel deze familiefilm over voetbaldromen is , maar ook hoe	geestig	, lyrisch , bitterzoet ontroerend en herkenbaar voor balletmeisjes ,	geestig/adj
6150	algemeen_dagblad_20000624_157	gekleurd/adj/algemeen_dagblad_20000624_157/226	"voorbij 	 . Hij vertelt trots dat onder een fel"	gekleurde	"Arai-helm Jeroen van Inkel schuilgaat . 	 Veel bekende Nederlanders"	gekleurd/adj
6151	de_morgen_20020719_01_71	genaamd/adj/de_morgen_20020719_01_71/211	per archi van Rudi Tas en de iets minder abstract	genaamde	Landschappen IV en Epigrammen van Westerlinck , waarvoor het trio	genaamd/adj
6152	nrc_handelsblad_20040422_127	dof/adj/nrc_handelsblad_20040422_127/258	"marketingadviseur Andy Mosmans . 	 Hierin staat wat voor een"	doffe	ellende het bij Getronics was met Cees van Luijk ,	dof/adj
6153	de_morgen_20010119_01_67	goedgelovig/adj/de_morgen_20010119_01_67/593	! - niet behoren te kunnen : blind gehoorzamen en	goedgelovig	zijn , onze plaats kennen en zwijgen , buigen voor	goedgelovig/adj
6154	algemeen_dagblad_20011010_118	gekleurd/adj/algemeen_dagblad_20011010_118/318	Wie wil weten waarom op dit moment zoveel meisjes met	gekleurde	elastieke riemen rondlopen , moet bij Jacobs zijn . En	gekleurd/adj
6155	parool_19990122_113	geestig/adj/parool_19990122_113/535	complete versie van Terstalls beste film tot nu toe .	Geestige	blik op het Hollandse filmwereldje . We zijn trouwens ook	geestig/adj
6156	algemeen_dagblad_20020810_115	geldig/adj/algemeen_dagblad_20020810_115/52	De proef duurt een half jaar en de sms-kaartjes zijn	geldig	voor een aantal treintrajecten van en naar Leeuwarden en de	geldig/adj
6157	parool_20010116_111	dof/adj/parool_20010116_111/466	een band die buiten elke categorie viel , in een	doffe	klap plaats voor schaamte . Er was een label opgeplakt	dof/adj
6158	algemeen_dagblad_20041125_178	gekleurd/adj/algemeen_dagblad_20041125_178/189	blauw of geel zijn , begint de belangstelling voor anders	gekleurde	schoenen ook in Europa te groeien . Nike zette 21	gekleurd/adj
6159	volkskrant_20000302_31	geestig/adj/volkskrant_20000302_31/694	Amsterdam ( De Meervaart ) . Amsterdam Wiseguys is het	geestige	, dramatische portret van vier stoere streetkids . Hoe banen	geestig/adj
6160	de_standaard_20010301_01_106	geestig/adj/de_standaard_20010301_01_106/532	kijken als voor het eerst . Aarzelend , onderzoekend en	geestig	neem je waar . De stillevens bekoren , ze hebben	geestig/adj
6161	algemeen_dagblad_20001108_57	geestig/adj/algemeen_dagblad_20001108_57/60	moeder komt dat bijzondere cahier regelmatig ter sprake . Een	geestige	passage is Keuls ' beschrijving van de drift onder haar	geestig/adj
6162	algemeen_dagblad_19990503_60	gul/adj/algemeen_dagblad_19990503_60/548	en Aan de Amsterdamse grachten . Nummer 2 heet De	Gulle	Lach , met onvergetelijke praatsolo`s als Croquetten ( Simon Carmiggelt	gul/adj
6163	de_standaard_20000119_01_111	genaamd/adj/de_standaard_20000119_01_111/123	dat schatplichtig blijkt te zijn aan De Kikkerkoning . De	genaamde	duikbadvisballerinaprinses verpandt haar hart aan een kikker . Maar na	genaamd/adj
6164	de_standaard_20040828_01_77	gloeiend/adj/de_standaard_20040828_01_77/369	- Wat zou u kunnen missen ? Ik heb een	gloeiende	hekel aan avondmarkten , vooral dan nog als ze in	gloeiend/adj
6165	de_standaard_20001007_01_51	gul/adj/de_standaard_20001007_01_51/1494	De schrik voor de gemengde intercommunales maakte de energiereus zichtbaar	gul	. De toch niet meer zo jonge VLD'er Platteau (	gul/adj
6166	nrc_handelsblad_20020420_186	gekleurd/adj/nrc_handelsblad_20020420_186/1025	een enkel mummelend oudje wat Occitaans spreekt , staat er	gekleurd	op , om maar te zwijgen over Corsica zelf .	gekleurd/adj
6167	nrc_handelsblad_20010505_162	gekleurd/adj/nrc_handelsblad_20010505_162/2043	de laatste klusjes . Op tafel staat een schaal met	gekleurde	paaseitjes . ' Ik weet wel dat ik een zo	gekleurd/adj
6168	de_morgen_20030425_01_156	gekleurd/adj/de_morgen_20030425_01_156/860	we wilden meegeven , niet aanvaard werd . Ze is	gekleurd	"en geknipt weergegeven . 	 Toch is diezelfde Grootaers ook"	gekleurd/adj
6169	nrc_handelsblad_20030825_88	gloeiend/adj/nrc_handelsblad_20030825_88/261	de eerste die toegeeft dat het een druppel op een	gloeiende	plaat is . De stroom groeit wekelijks . En een	gloeiend/adj
6170	parool_20020610_66	gloeiend/adj/parool_20020610_66/562	Vlak voor het brandmerken hielden ze dan ook nog het	gloeiend	hete brandijzer voor je gezicht . Het leek allemaal heel	gloeiend/adj
6171	nrc_handelsblad_20010908_17	geestig/adj/nrc_handelsblad_20010908_17/825	docenten om haar tomeloze energie , haar nieuwsgierigheid , haar	geestige	opmerkingen en aanstekelijke levenslust . Als het niveau van een	geestig/adj
6172	de_standaard_19990301_01_0	gul/adj/de_standaard_19990301_01_0/40	editie van de solidariteitsactie Kom op tegen kanker , gaf	gul	Vlaanderen vrijdagavond in goed twee uur tijd al eenentwintig miljoen	gul/adj
6173	volkskrant_20000129_205	gloeiend/adj/volkskrant_20000129_205/424	belangrijke curven ' schijnt te bezitten , meer dan '	gloeiend	' is , en vooral zeer ' geil ' is	gloeiend/adj
6174	volkskrant_20000527_108	geestig/adj/volkskrant_20000527_108/318	grote gangmaker , terwijl Holly Elizabeth Walker zich als een	geestige	' angry black woman ' ontpopte . Alles bij elkaar	geestig/adj
6175	volkskrant_20000617_32	goedgelovig/adj/volkskrant_20000617_32/461	ik weinig reden om mij verheven te voelen boven de	goedgelovigen	in die zotte glazen kathedraal op zondagochtend . Door onze	goedgelovig/adj
6176	volkskrant_19990619_135	goedgelovig/adj/volkskrant_19990619_135/127	' De wondere wereld van de techniek moet voor deze	goedgelovige	doctoranda in de Italiaanse letterkunde wel heel mooi zijn .	goedgelovig/adj
6177	parool_20000501_125	geestig/adj/parool_20000501_125/356	vaak verhuizende moeder . De zelfspot die Eminem in zijn	geestige	teksten aan de dag legde , was uiteindelijk niet grappig	geestig/adj
6178	algemeen_dagblad_20020711_55	geestig/adj/algemeen_dagblad_20020711_55/77	Jane is nu al een klassieker . Lilo & Stitch	Geestig	en origineel verhaal over eenzaam meisje Lilo op Hawaii dat	geestig/adj
6179	parool_19990608_78	geestig/adj/parool_19990608_78/153	De jongste productie kent kortom zwakke plekken , maar ook	geestige	episodes . Zo vloeren de vier danseressen met kennelijk plezier	geestig/adj
6180	nrc_handelsblad_19991231_18	geestig/adj/nrc_handelsblad_19991231_18/692	) . Mede door Spike Lee geproduceerde , zelden echt	geestige	sociale satire . Titel verwijst naar team dat afvallige Afro-Amerikanen	geestig/adj
6181	volkskrant_19991211_43	gloeiend/adj/volkskrant_19991211_43/773	kinderen toe waren , en had toen al snel '	gloeiende	haast ' om zwanger te worden . Binnen een jaar	gloeiend/adj
