measure	globqual	meanclassqual	classqual_dof_1	classqual_dof_2	classqual_dof_3	model	technique
SCP	0.6688223832131469	0.6634565898478274	0.6226240353093621	0.7167555876637499	0.6509901465703702	dof.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.6596026490066225	0.6590990044134704	0.6510263929618768	0.6648286140089419	0.6614420062695925	dof.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.8106495804554832	1.8173104833159723	1.7764298878133253	1.7668445092916352	1.9086570528429565	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.30125668319366977	0.30135459343796656	0.3159954305663006	0.2979999101080344	0.29006843963956475	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7751365356455303	0.7686332894568987	0.7195752988197821	0.8331569549651681	0.753167614585746	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7821192052980133	0.7760336824360603	0.7478005865102639	0.8333830104321908	0.7469174503657262	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.831445907527328	1.8393145510573206	1.8544604140779462	1.7688229646521332	1.8946602744418823	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.3078977928208206	0.3093880333359533	0.3515249984319208	0.28930590687464175	0.2873331947012975	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.792218173904654	0.786282976931824	0.7699330597869226	0.8402980908936546	0.7486177801148948	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7824804334738109	0.7777100312558655	0.7747800586510264	0.8193740685543964	0.7389759665621735	dof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3956576421737836	1.4355287639453942	1.5241579315322837	1.0763043702154602	1.7061239900884384	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.11974071597329425	0.14325654245539315	0.23600101354930822	-0.07555049823481692	0.2693191120516881	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.7357816370362983	0.7332995560373993	0.7046173184997228	0.7596333242343581	0.7356480253781168	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.7388922335942203	0.7389589470444337	0.6942326490713587	0.7460506706408345	0.7765935214211076	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2921463223732301	1.312463322230962	1.2876369731872048	1.141412583294606	1.5083404102110751	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.07813703055714447	0.09274093165565471	0.10625023382762026	-0.03558575248097064	0.2075583136203145	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.6607941704483514	0.6608213705584856	0.6191922487446564	0.6677230933476993	0.695548769583101	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.6632751354605659	0.6651747880526669	0.63069403714565	0.6546944858420268	0.7101358411703239	dof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.772076136977254	1.7913524456979855	1.7943754675097954	1.6180769678429743	1.9616049017411867	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2776151311136803	0.2836124978663888	0.31438560382790176	0.22619222482456072	0.310259664946704	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7444162045537711	0.7384510343795104	0.7233505418668231	0.7937386482971649	0.6982639129745434	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.7564828614008942	0.750200615584857	0.7255131964809384	0.809460458240946	0.7156281920326865	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.7655162065167491	1.7826915325059796	1.7889979114893404	1.627876828310429	1.9311998577181693	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2758321432564533	0.2813966377222695	0.312158640488866	0.22786078998284773	0.3041704826950948	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7385754560098299	0.7311665322127474	0.7057128640192893	0.8006234860622763	0.6871632465566767	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.7663189269746646	0.7591400349734493	0.7431085043988269	0.8254249815225425	0.7088866189989785	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3568063820559013	1.3966015420147235	1.337732144365968	1.0465413597545543	1.8055311219236483	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.08768094730354824	0.11336145463230562	0.12478070957813259	-0.1183512440457623	0.3336548983645466	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5751908451371512	0.5843804858888222	0.5402278918574734	0.5071384255025205	0.7057751403064727	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.621698956780924	0.6270356568272922	0.5755620723362659	0.5852180339985218	0.7203268641470889	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2863221783253946	1.3122612747276583	1.223892597152559	1.089968636716186	1.6229225903142301	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.06611262722566852	0.08577295857843976	0.05938660561286229	-0.0874875017372343	0.2854197718596913	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.6643095313979918	0.66512770409449	0.5895929046594014	0.6666746607212074	0.7391155469028611	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.692876304023845	0.6960721349939784	0.6156402737047898	0.6768662232076866	0.7957099080694586	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.8833138634526445	1.8835702420642702	1.9914324314792684	1.8690016531266287	1.7902766415869134	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.3158992170274885	0.3127994132532384	0.38155943375751783	0.33204226676476445	0.22479653923743295	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.790546451903195	0.7818682961087963	0.7443521816709322	0.8620277284184383	0.7392249782370182	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.7872846108140226	0.7805062220611332	0.7653958944281525	0.8414956011730205	0.7346271705822267	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.8635819566516407	1.8562857263640915	1.905329005636355	1.9144706792469766	1.749057494208943	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.31569572632632115	0.3097189318682596	0.3545982361106377	0.35684412864532594	0.21771443084881528	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.7956163689711563	0.7873344164071087	0.7788762575232907	0.860708991268076	0.7224180004299592	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.7848484848484848	0.778054191791053	0.7747800586510264	0.8378299120234604	0.7215526046986721	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5513743955037096	1.580147622356105	1.7340010648738065	1.3110041598731388	1.69543764232137	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.20032325701830286	0.21374937002264868	0.31559087839371985	0.08472775251367422	0.24092947916055196	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.7848510326690498	0.7858364156918631	0.8253466152239806	0.7727059013173097	0.7594567305342991	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.7886512180629828	0.7876472224968056	0.8115347018572825	0.7936950146627566	0.7577119509703779	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2195863694769522	1.2360551626715555	1.3287776461538583	1.08147400120076	1.2979138406600483	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.050402441963414556	0.0636928269438363	0.142007628289635	-0.06145337332451359	0.11052422586638747	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.6534876804395514	0.6516442606993504	0.6085659214570941	0.672684254912794	0.6736826057281631	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.6639928698752228	0.6632572554102094	0.635386119257087	0.6728739002932551	0.681511746680286	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.7149733774773663	1.7126083572072879	1.73963485367476	1.7301966491151193	1.6679935688319845	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2725216925223436	0.2705286831649456	0.3142576630572515	0.2829556815590758	0.21437270487850954	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7802925574222855	0.7747092075408136	0.7468583468957638	0.8267065934354019	0.7505626822912752	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7814616755793227	0.7767317978626423	0.763049853372434	0.8196480938416422	0.7474974463738508	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.7131182633925004	1.7089874798370113	1.708062534008823	1.7452080384453645	1.6736918670568466	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.27060174795941916	0.26817123152797584	0.30042341416595747	0.28573492574139664	0.21835535467657333	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7538855785688381	0.7492211119747815	0.7266278482831977	0.792583964333286	0.7284515233078606	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7740938799762329	0.7687699759464891	0.7436950146627566	0.8181818181818181	0.7444330949948927	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.365539828233871	1.375951399939872	1.389595806016872	1.2833651551871785	1.4548932386155653	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.11129671833006409	0.11831673787903611	0.13519155697527568	0.05501315906845327	0.1647454975933794	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.7664645493796464	0.7661610108945531	0.7103033246730894	0.7751985400752491	0.8129811679353209	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.7549019607843137	0.756450880680674	0.6969696969696969	0.7497067448680351	0.8226762002042901	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.236618324221979	1.2530318996165442	1.2432079214780927	1.110653095097026	1.405234682274514	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.04554601601212618	0.05941423703052733	0.08322261521391472	-0.06455459566559563	0.1595746915432629	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5794670293992946	0.585142927069523	0.526413902300239	0.5422312531263023	0.6867836257820276	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.6065953654188948	0.6095146828927184	0.578494623655914	0.5875366568914956	0.6625127681307457	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6273987164440926	1.6314391499984446	1.614719693628213	1.5980250116512773	1.6815727447158437	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.23301698585913883	0.2353517778203432	0.26099490857574176	0.21200838173033937	0.23305204315494848	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7453793102308968	0.739891264545556	0.6618489287216879	0.7967915880601193	0.7610332768548609	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.7554367201426024	0.7527000706594762	0.7239491691104594	0.7799120234604106	0.7542390194075588	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.422467998282987	1.438323447388067	1.5115916168656387	1.2913280158433607	1.5120507094552016	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.14444833376387387	0.1538031554127421	0.23191036043838334	0.06308874842256387	0.16641035737727905	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.687590518649518	0.6873980246345399	0.6445993290456157	0.6939722518042253	0.7236224930537788	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.6917409387997623	0.6897163003723351	0.6750733137829912	0.7090909090909091	0.6849846782431052	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3283750325588408	1.3469350218445875	1.2897328704470472	1.1912050756774926	1.5598671194092228	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.08386203259010286	0.09586410692672373	0.09383787683634	-0.0088367452631178	0.202591189206949	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.6431896770196699	0.6438953177572749	0.5753243460823043	0.645562684071353	0.7107989231181675	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.6427213309566251	0.6436930010507393	0.5962854349951124	0.6406158357771261	0.6941777323799796	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2195531713921055	1.236959141074432	1.234197949259648	1.085096799487781	1.391582674475867	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.03685720039583976	0.0524202951254851	0.07859696273794524	-0.08663723795226673	0.1653011605907768	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.6400486733396185	0.6414507966648607	0.5400795159519939	0.6407775219599281	0.74349535208266	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.6452762923351159	0.6486614971754515	0.5755620723362659	0.6274193548387097	0.743003064351379	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0602619923916405	1.0898858596006737	0.9120400399672608	1.2225811133124342	1.135036425522326	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.0348325385082712	-0.019864827739016096	-0.14227076991874715	0.10028493120187323	-0.01760864450017437	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SCP	0.45475232386814113	0.40043464573253185	0.5149241169806664	0.5023773764169721	0.1840024437999571	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN	0.5107110711071107	0.4666369578134284	0.5712121212121212	0.5303030303030303	0.2983957219251337	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.0689213411787224	1.1181965716057722	0.9541155794084767	1.123970912920726	1.2765032224881137	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SIL	-0.07170062759875033	-0.03340164721629745	-0.12688504088826416	-0.08446542694244334	0.11114552618181514	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SCP	0.5189295265747054	0.45697844744094324	0.6467585746803407	0.4766560815508727	0.24752068609161626	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN	0.5719171917191719	0.5237893642305407	0.6617424242424242	0.5545454545454546	0.35508021390374334	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
DR	1.109744383781325	1.17867504644463	1.0218307248745218	1.0681580485330269	1.4460363659263418	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SIL	-0.05406299274170044	-0.014957581411428946	-0.06135555208898522	-0.14713176316685925	0.16361457102155763	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SCP	0.443480483721721	0.39683850900322676	0.5444007533210639	0.4040179759882252	0.24209679770039122	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN	0.46822682268226823	0.4232298474945534	0.5958333333333333	0.3808080808080808	0.293048128342246	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0649094944475326	1.105876819057685	0.8722763896142245	1.2692406889062047	1.176113378652626	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.07675677179576508	-0.06318431100947006	-0.1515012942918792	0.008763475429418686	-0.046815114165949676	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SCP	0.43776295312424607	0.38538382961136114	0.5127959375506387	0.4559373100684018	0.18741824121504294	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN	0.5153915391539153	0.4567909487027134	0.609469696969697	0.5191919191919192	0.24171122994652405	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
DR	1.0951759716540777	1.1162326879092082	0.9121821409521105	1.3372241939040415	1.0992917288714728	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.016996591923428242	-0.007615006717519042	-0.1559315580071379	0.18450462402886808	-0.05141808617428731	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SCP	0.4899141310040052	0.42413993581903886	0.589122103051225	0.5046002794760828	0.17869742492980875	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN	0.5387938793879388	0.48860665478312537	0.6098484848484849	0.5575757575757575	0.2983957219251337	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.0906448745691968	1.0742010236309547	1.066754090877623	1.1737633320580982	0.9820856479571429	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.005588315405862466	-0.016288293692540676	0.004232732436229138	0.06652148046255686	-0.11961909397640803	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SCP	0.4781669663335788	0.40342618030492144	0.5894310405348618	0.49725084987156576	0.12359665050833671	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN	0.5539153915391539	0.5089225589225589	0.6287878787878788	0.5525252525252525	0.34545454545454546	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
DR	1.0354663649573361	1.099457884908308	0.9087420621163468	1.0704603581452898	1.3191712344632873	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SIL	-0.09040983368009153	-0.04133268134553927	-0.1560449373032234	-0.11505438929825354	0.14710128256485916	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SCP	0.4189854604460987	0.37937847250138157	0.4920083642553929	0.40615632187201745	0.23997073137673428	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN	0.4927092709270927	0.4432288571994454	0.5829545454545454	0.47828282828282825	0.26844919786096255	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0656012551119118	1.0776889771584495	0.939477969728549	1.2389353615598504	1.054653600186949	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.04356960030770412	-0.04714855373443724	-0.09302339671018053	0.046724837231251544	-0.09514710172438273	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SCP	0.42866585025664095	0.359966619416068	0.5615686667235238	0.3962276114353702	0.12210358008930994	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN	0.4853285328532853	0.4230020796197267	0.6215909090909091	0.4303030303030303	0.21711229946524063	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
DR	1.0365009152519713	1.057236667671437	0.8770172840627087	1.1945329582073179	1.1001597607442848	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.06049915776621194	-0.04657338173155609	-0.17076368669321948	0.04999357788616424	-0.018950036387613018	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SCP	0.4148801615566771	0.3704812971505016	0.473150871178258	0.46760767958349675	0.1706853406897501	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN	0.4707964601769911	0.43617893217893217	0.5301818181818182	0.4926406926406926	0.2857142857142857	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.095135925414925	1.1096177830903964	0.9853188704438358	1.2033424759200158	1.1401920029073374	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SIL	-0.024001038274984714	-0.02014807237756054	-0.06494897255291583	0.02098721136893336	-0.01648245594869915	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SCP	0.4260825041369753	0.3920127433408333	0.5029633974392214	0.4221229338699188	0.2509518987133597	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN	0.4717618664521319	0.4375873015873016	0.5625454545454546	0.4489177489177489	0.3012987012987013	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
DR	1.047435905361156	1.094873655499513	0.9415952874675612	1.0512835082277152	1.2917421708032628	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SIL	-0.07175936815222488	-0.03583271416787669	-0.11084007330562441	-0.1255707372743843	0.12891266807637863	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SCP	0.3621975788397397	0.330088602534899	0.45132152292185623	0.335448584974196	0.20349569970864478	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN	0.4516492357200322	0.41265800865800867	0.5483636363636364	0.43506493506493504	0.2545454545454545	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0648091071964831	1.0818022475380187	0.9140003409111938	1.222089411042039	1.109316990660823	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.05714529910003824	-0.052887482026408604	-0.1199551717784893	0.01681869290169573	-0.05552596720243225	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SCP	0.3841330701440948	0.3426568611368493	0.46201629840281466	0.40100866766569443	0.16494561734203875	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN	0.46259050683829445	0.4265050505050505	0.5370909090909091	0.467965367965368	0.27445887445887446	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
DR	1.7762930490907303	1.788957048164365	1.819769927362853	1.6800584505285634	1.8670427666016787	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.27800002094211973	0.28081995838732654	0.3085079830794177	0.25375668861182005	0.28019520347074195	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SCP	0.7821129344899845	0.7778207476782323	0.759451289735265	0.8158006518433956	0.7582103014560362	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN	0.7954842543077837	0.7905268284013152	0.7665689149560118	0.8347636363636364	0.7702479338842975	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.8226373953490296	1.8280436513785634	1.811907665306337	1.78551299152245	1.886710297306903	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.2825696095096214	0.2839201117843827	0.30541854713187966	0.2698458990056141	0.2764958892156544	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SCP	0.7616983482045937	0.7560595329597031	0.7191593671533439	0.8076805679318205	0.7413386637939448	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN	0.775222816399287	0.7694671702360852	0.7300097751710655	0.8224	0.7559917355371901	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
DR	1.6845346636706793	1.6719598610998114	1.7281251445048313	1.7683669737933365	1.5193874650012664	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.1933618513002609	0.1885202618608468	0.2927111483677382	0.21448166553452924	0.05836797168027301	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SCP	0.73083580383706	0.7286296736166245	0.6762280729321817	0.7539562641808273	0.7557046837368644	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN	0.7688057040998217	0.7653223140495867	0.7272727272727273	0.7992727272727272	0.7694214876033058	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
DR	1.353482042535023	1.3600653287718647	1.36619848433766	1.3047909675204434	1.4092065344574907	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SIL	0.07199712642337994	0.07677460737708344	0.10398146839069648	0.033586945839209494	0.09275540790134433	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SCP	0.6564921454750893	0.6455522624092261	0.5531292652755455	0.7485176462963213	0.6350098756558115	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN	0.6961378490790255	0.6863901181907047	0.6252199413489736	0.7752727272727272	0.6586776859504132	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
DR	1.7284615827076844	1.7514236315622744	1.8902150722667133	1.540187110418471	1.8238687120016392	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.25993533177047773	0.26840676057755813	0.34355753788151483	0.1878142118834054	0.2738485319677541	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SCP	0.7875075861238156	0.7833859481355975	0.7630988912342184	0.8207884784130548	0.7662704747595191	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN	0.8114302635475273	0.8081359005055996	0.7872922776148582	0.8385454545454545	0.7985699693564862	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.6042269488123437	1.6290988877240966	1.5829652341713503	1.422122481288066	1.8822089477128734	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.18057112615284607	0.19093416362409005	0.22556208709333816	0.09871293591439859	0.24852746786453336	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SCP	0.7718907365605118	0.7651930297675785	0.7293211072946018	0.8262953540820902	0.7399626279260435	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN	0.7891619780870595	0.7839675186076056	0.7634408602150538	0.8305454545454546	0.7579162410623085	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
DR	1.5583340482907198	1.543175987828554	1.2542537365644142	1.7045430313547043	1.6707311955665438	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.16938093334399146	0.1614642161727787	0.08165720197767316	0.2378436669600772	0.16489177958058573	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SCP	0.7282969540792776	0.7220823207540354	0.6533275983521651	0.7827187463222812	0.7302006175876599	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
