measure	globqual	meanclassqual	classqual_herstructureren_2	classqual_herstructureren_3	classqual_herstructureren_1	model	technique
SIL	-0.013909282566280034	-0.03257444404581083	0.06552521983159729	-0.09219969731483275	-0.07104885465419701	herstructureren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.4425147961937211	0.41433042105791296	0.5544873259770838	0.31664179866125813	0.37186213853539696	herstructureren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.482171226831421	0.45475126117737363	0.5900293255131964	0.3586776859504132	0.4155467720685112	herstructureren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.049640844601456	1.0417122810214794	1.1324798395396682	1.0635177732999346	0.9291392302248356	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.005611808863008212	-0.01178135951289809	0.06422176524411785	0.010344542898744633	-0.10991038668155675	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.44317067985036157	0.4203826172751617	0.5501991958683361	0.3572328971049622	0.3537157588521867	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5191526919682259	0.5024669749902442	0.6078201368523949	0.4661157024793388	0.43346508563899866	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.108905012698227	1.0916277051459373	1.2378238270494843	1.0896109679424772	0.9474483204458506	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.01454351031013312	-0.030430638198472925	0.08752117527655875	-0.04810683106236247	-0.13070625880961506	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.46532071297236777	0.44321386934870594	0.5669415805966063	0.3798320806877169	0.38286794676179464	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5255957634598412	0.5095040678363386	0.5972629521016618	0.46115702479338844	0.4700922266139657	herstructureren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0551676722797483	1.0372936531313504	1.178579676823005	1.0294659835265885	0.9038352990444577	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01396010509186443	-0.029056632559089527	0.07778909775072014	-0.04767320882465887	-0.11728578660332985	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.4323346612960941	0.39854259121732394	0.610028645307479	0.3302583106708203	0.2553408176736725	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.4837755545889517	0.45190517616354936	0.6200956937799043	0.3574380165289256	0.3781818181818182	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0778183220733975	1.0540097208183328	1.1949930813184735	0.9981861189027547	0.9688499622337701	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.006998746428001484	-0.031194932175038867	0.08478082837735221	-0.11417988630277101	-0.0641857385996978	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.40949371422777137	0.37991019433322026	0.5277830710349652	0.2842896658556223	0.3276578461090732	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.4854284471509352	0.456712856521469	0.5879425837320574	0.3520661157024793	0.43012987012987014	herstructureren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0403581753549376	1.0302913420133997	1.116974995676053	1.0327191563666651	0.9411798739974807	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.006381763425899103	-0.01532756335649558	0.06163021479417993	-0.013240168422948534	-0.09437273644071814	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.4040859230472024	0.37962996183371633	0.5236880202343849	0.3215590220797978	0.2936428431869663	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.4562853414528055	0.4334903374137824	0.5617224880382775	0.37355371900826445	0.3651948051948052	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1042058250656814	1.0894779819709233	1.1841569349373176	1.0621262364845927	1.0221507744908596	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.008236774208120301	-0.025558456741638567	0.045839211198606025	-0.09614653178006942	-0.026368049643452303	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4511081437645389	0.4368638876368837	0.5236161858966063	0.40577765401431204	0.38119782299973287	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5063940843845149	0.4929192816752625	0.5488995215311004	0.4384297520661157	0.49142857142857144	herstructureren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1052799942606981	1.11007093555705	1.1434284908648567	1.1767412099902042	1.010043105816089	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.022184103227681953	-0.011326315748061718	-0.013947372371028485	0.054748056271520226	-0.0747796311446769	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.42272910690962257	0.35850337236606616	0.5560043814357649	0.16548458903490226	0.35402114662753126	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.4897882938978829	0.42865234537152347	0.6114570361145704	0.23927272727272728	0.43522727272727274	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1263698882306035	1.1340888744506405	1.1593524563050097	1.2105480716021473	1.0323660954447647	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.017864212765939	-0.005397903316162207	-0.008878913356256762	0.06995235445188336	-0.07726715104411322	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.4437056393502919	0.37933139355801293	0.5707840395002199	0.1787955789007282	0.3884145622730907	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.48567870485678705	0.43153749827037496	0.5962640099626401	0.2669090909090909	0.4314393939393939	herstructureren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1196425881186527	1.1244592887716485	1.1662459387865953	1.2004551385851732	1.0066767889431771	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.019698427599966446	-0.007374567167428986	-0.025381977135142696	0.05128188387420695	-0.04802360824135121	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.4648295083328491	0.4019756177400459	0.6051223167719114	0.2238016807508016	0.37700285569742475	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.5032378580323785	0.44689193302891933	0.611706102117061	0.26836363636363636	0.4606060606060606	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1274069467836716	1.1432729293767299	1.1790766248218922	1.282904487842625	0.9678376754656723	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.02556802353194537	-0.007148241191901789	-0.022320321842411752	0.09328594165086403	-0.09241034338415764	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.4342267134195874	0.39217600742179654	0.5489378790555784	0.2956387776464521	0.3319513655633591	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.4701120797011208	0.43971156773211567	0.5499377334993774	0.3665454545454545	0.40265151515151515	herstructureren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.097194737536493	1.1019511836642386	1.140344925306618	1.173876604347296	0.9916320213388016	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.028741500091728003	-0.017184891532442355	-0.01829114081413202	0.0549720048855343	-0.08823553866872934	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.4168899156125161	0.3517323681462145	0.566119102479762	0.17115264763572136	0.31792535432316005	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.4850560398505604	0.426302200083022	0.6067247820672478	0.24945454545454546	0.42272727272727273	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1166234054356727	1.1286247477802174	1.1390518070030562	1.2161409418182392	1.030681494519357	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.021701756922664663	-0.004347985839960471	-0.027969617724765725	0.08013504811459086	-0.06520938790970655	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.4384730941941277	0.37549826422379007	0.5969249523124696	0.21642617842151543	0.3131436619373852	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.4767123287671233	0.43140459388404595	0.5955168119551681	0.3221818181818182	0.3765151515151515	herstructureren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0991929407755439	1.104997939108389	1.1765229926140954	1.21959168233613	0.9188791423749418	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.028719477441138046	-0.017703615719652944	0.008705979468582344	0.08092924041263863	-0.1427460670401798	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4446650032683383	0.38766690449634644	0.585321393156635	0.2406947217048857	0.3369845986275186	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5011207970112079	0.4522314930123149	0.6067247820672478	0.3098181818181818	0.4401515151515151	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1271997258885615	1.129700847155044	1.2014351098169247	1.2235495546095434	0.9641178770386643	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.020845750186978637	-0.012634557943936104	0.001331346446314305	0.054668993240432145	-0.09390401351855476	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.4313693758758323	0.3846936570314308	0.5562169529729853	0.2748426764773548	0.32302134164395235	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.47770859277708594	0.4412580600525806	0.5733499377334994	0.35345454545454547	0.396969696969697	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0960289139826866	1.0921703799845626	1.1510891562980865	1.1154764158355615	1.00994556782004	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.020714958909387193	-0.01962095261383711	0.0028444387673118667	0.0038018831198275557	-0.06550917972865075	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.4247164239118054	0.35904523347718387	0.568255090346044	0.14730271128045458	0.361577898805053	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.46213903743315504	0.4075834682155333	0.565410199556541	0.219435736677116	0.43790446841294295	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0973430102440858	1.0948694710111802	1.142662727818486	1.1174942455769823	1.024451439638072	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.01949234737102984	-0.01637575354769269	-0.007173300201817774	0.008340159016388592	-0.05029411945764889	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.38954378479077645	0.34038309417015583	0.48123138326986786	0.16978953562975138	0.3701283636108482	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.45401069518716575	0.4029137147011447	0.5494456762749446	0.225705329153605	0.43359013867488444	herstructureren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.127457063670126	1.1450975948141036	1.1654410412511107	1.2606572468983492	1.009194496292851	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.016604311993938452	0.0042928398949881935	-0.02216090926132538	0.10242882624573212	-0.06738939729944216	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.46857569870283095	0.435382368417357	0.5712835188860014	0.3514777121589655	0.3833858742071042	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5240641711229946	0.4936355472156815	0.6037694013303769	0.4056426332288401	0.4714946070878274	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.127151437166907	1.1250443614845236	1.2053148889394918	1.174645003666495	0.9951731918475842	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.018352230787194914	-0.015169944549513228	0.005745910897108905	0.018898499973093296	-0.07015424451874189	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.458275271027017	0.3998885087439048	0.5788034079729784	0.20619827854855896	0.4146638397101772	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5075935828877005	0.46324854221391687	0.5784922394678492	0.30031347962382443	0.510939907550077	herstructureren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0522815834752535	1.0283169191362695	1.1290285950587622	0.8878143502290383	1.0681078121210081	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0178267499463333	-0.04110965483527901	0.052573845495881795	-0.18385974715404396	0.007956937152325132	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.3882598950423428	0.3582638735702841	0.5243081070460026	0.24237862920714778	0.308104884457702	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.4337069323370693	0.4149371933908016	0.5220243673851921	0.3472027972027972	0.3755844155844156	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1279121996119716	1.0698903954314347	1.2978552942806523	0.7059057928420619	1.2059100991715896	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.040837891192418534	-0.08374144861767839	0.07980560554932903	-0.3604141493744955	0.029384197972131324	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.37663681893113776	0.35777328073489434	0.45755692773275164	0.2779423698440521	0.3378205446278793	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.4221668742216687	0.39988176771681927	0.5126522961574508	0.2979020979020979	0.3890909090909091	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4072997007958181	1.2757146792825143	1.7737531397422674	0.4218212748936156	1.6315696232116599	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.13840180985273384	-0.19548626207244868	0.002522828759179078	-0.5930001278315379	0.004018512855012732	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.36930254837750437	0.3499980150316596	0.4644278867181659	0.2867710001869743	0.29879515818983865	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.41693648816936485	0.40117140591367395	0.5021555763823805	0.36083916083916084	0.3405194805194805	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.131150826858839	1.0626925026859888	1.331760860506841	0.6333854286475876	1.2229312189035377	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.08532461256528104	-0.12612110414147198	0.030067775043958748	-0.38819509954031556	-0.020235987928059123	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.3355519081026906	0.31152285347692393	0.43499238012657643	0.20437364550457518	0.29520253479962016	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.38156911581569114	0.35910501869264755	0.47253983130271787	0.25594405594405595	0.3488311688311688	herstructureren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0604505169987948	1.041520132406005	1.1200014570795318	0.9289224402040206	1.0756364999344628	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01694405114713292	-0.034872860743224446	0.034647692363604606	-0.1487258811687611	0.009459606575483153	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.3988592594786531	0.37763460126119364	0.49691371339431445	0.2983199278151185	0.337670162574148	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.4565379825653798	0.4355983192065666	0.5516401124648547	0.3548951048951049	0.40025974025974026	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0548138657238788	1.0392222541837455	1.096311639271707	0.9351583914107311	1.0861967318687986	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.02273753699721231	-0.036209978095359086	0.008495195836975701	-0.13306691722430933	0.015941787101256377	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.3990294815970699	0.3775008809541428	0.4981659936038973	0.2965672421064946	0.33776940715203646	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.4439186384391864	0.4297032520743861	0.5147141518275539	0.38426573426573424	0.3901298701298701	herstructureren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0822465687485197	1.0656261090545263	1.143581452001015	0.9803435305306729	1.0729533446318908	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.01933795371777618	-0.027041762417994903	0.010359707580698437	-0.0646692299392827	-0.026815764895400444	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.38922288622402734	0.3763523028246032	0.47368682200133694	0.3657619835633768	0.2896081029090959	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.4419261104192611	0.4301860682273053	0.5218369259606372	0.42482517482517484	0.34389610389610387	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0427703902316734	1.0314035514147504	1.0911536453362458	0.982732153357762	1.0203248555502433	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.032159601605421514	-0.03754433828582831	-0.0034011767662566134	-0.05184389228475346	-0.057387945806474855	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.36497034955515384	0.33507636023061366	0.5002438702472941	0.21911742180706245	0.28586778863748447	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.38953922789539225	0.36830870160767065	0.4924086223055295	0.29615384615384616	0.31636363636363635	herstructureren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0595762432652935	1.0403400292157206	1.1315584272158212	0.9431270219460678	1.046334638485273	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01179168688900707	-0.03168726833986252	0.05115472257425132	-0.14948718962076635	0.0032706620269274786	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.37907708394727774	0.3522444516230015	0.4877675503932803	0.22906540649972545	0.3399003979759988	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.42631797426317974	0.4038455702373228	0.521087160262418	0.3062937062937063	0.38415584415584414	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.0749713753695362	1.0539288627241472	1.1430622750201873	0.9316117439826409	1.0871125691696133	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.005762159313198752	-0.02792429720253787	0.05429510171748819	-0.17423454314279138	0.03616654981768958	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.39789871328399173	0.37429745804510084	0.5081819442291289	0.28797558191463674	0.32673484799153685	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.43295973432959733	0.40714962013931083	0.5422680412371134	0.2958041958041958	0.38337662337662337	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.0474694231290267	1.0243530768169915	1.1008785123340852	0.8578923499628707	1.1142883681540185	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.03694213332227093	-0.054648234288203604	-5.150255169599049e-4	-0.18887264955018565	0.025442972202534744	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.3527490524753323	0.32733469760756	0.4497437863539879	0.2017403465026389	0.3305199599660532	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.40456621004566207	0.38262363066486776	0.4854732895970009	0.2699300699300699	0.39246753246753247	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0345455772668826	1.019689808033214	1.102633683657989	0.9633604291274098	0.993075311314243	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.01899179359865193	-0.033967701637167516	0.04679649987526593	-0.09502828050379034	-0.05367132428297815	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.3548000701797327	0.3282283499838263	0.4774441887746051	0.2287628457864664	0.27847801539040734	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.39667911996679117	0.37144910072745124	0.5042174320524836	0.2636363636363636	0.34649350649350646	herstructureren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0522815834752535	1.0283169191362695	1.1290285950587622	0.8878143502290383	1.0681078121210081	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0178267499463333	-0.04110965483527901	0.052573845495881795	-0.18385974715404396	0.007956937152325132	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.3882598950423428	0.3582638735702841	0.5243081070460026	0.24237862920714778	0.308104884457702	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.4337069323370693	0.4149371933908016	0.5220243673851921	0.3472027972027972	0.3755844155844156	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1279121996119716	1.0698903954314347	1.2978552942806523	0.7059057928420619	1.2059100991715896	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.040837891192418534	-0.08374144861767839	0.07980560554932903	-0.3604141493744955	0.029384197972131324	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.37663681893113776	0.35777328073489434	0.45755692773275164	0.2779423698440521	0.3378205446278793	herstructureren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
