batch	username	annotator	code
heet_1	mirthe.mathieu	ann_1	20_1
herkennen_5	mirthe.mathieu	ann_1	20_1
hemels_6	mirthe.mathieu	ann_1	20_1
hoekig_6	mirthe.mathieu	ann_1	20_1
huldigen_4	mirthe.mathieu	ann_1	20_1
hoopvol_2	mirthe.mathieu	ann_1	20_1
helpen_3	mirthe.mathieu	ann_1	20_1
diskwalificeren_4	mirthe.mathieu	ann_1	20_1
stof_8	mirthe.mathieu	ann_1	20_1
blik_3	mirthe.mathieu	ann_1	20_1
schaal_4	mirthe.mathieu	ann_1	20_1
haten_6	mirthe.mathieu	ann_1	20_1
heet_1	ella.vanlint	ann_3	20_3
herkennen_5	ella.vanlint	ann_3	20_3
hemels_6	ella.vanlint	ann_3	20_3
hoekig_6	ella.vanlint	ann_3	20_3
huldigen_4	ella.vanlint	ann_3	20_3
hoopvol_2	ella.vanlint	ann_3	20_3
helpen_3	ella.vanlint	ann_3	20_3
diskwalificeren_4	ella.vanlint	ann_3	20_3
stof_8	ella.vanlint	ann_3	20_3
blik_3	ella.vanlint	ann_3	20_3
schaal_4	ella.vanlint	ann_3	20_3
haten_6	ella.vanlint	ann_3	20_3
diskwalificeren_5	hegeleen.kissel	ann_1	3_1
heffen_4	hegeleen.kissel	ann_1	3_1
grijs_7	hegeleen.kissel	ann_1	3_1
hoekig_4	hegeleen.kissel	ann_1	3_1
herhalen_8	hegeleen.kissel	ann_1	3_1
herroepen_4	hegeleen.kissel	ann_1	3_1
gekleurd_2	hegeleen.kissel	ann_1	3_1
spoor_1	hegeleen.kissel	ann_1	3_1
hachelijk_5	hegeleen.kissel	ann_1	3_1
spot_1	hegeleen.kissel	ann_1	3_1
hoop_7	hegeleen.kissel	ann_1	3_1
gemeen_5	hegeleen.kissel	ann_1	3_1
herstellen_5	amy.smet	ann_3	4_3
dof_1	amy.smet	ann_3	4_3
haten_3	amy.smet	ann_3	4_3
huldigen_6	amy.smet	ann_3	4_3
herstructureren_6	amy.smet	ann_3	4_3
spoor_8	amy.smet	ann_3	4_3
gemeen_2	amy.smet	ann_3	4_3
hemels_2	amy.smet	ann_3	4_3
hachelijk_1	amy.smet	ann_3	4_3
horde_2	amy.smet	ann_3	4_3
staal_5	amy.smet	ann_3	4_3
haken_4	amy.smet	ann_3	4_3
herstellen_5	chiara.potoms	ann_1	4_1
dof_1	chiara.potoms	ann_1	4_1
haten_3	chiara.potoms	ann_1	4_1
huldigen_6	chiara.potoms	ann_1	4_1
herstructureren_6	chiara.potoms	ann_1	4_1
spoor_8	chiara.potoms	ann_1	4_1
gemeen_2	chiara.potoms	ann_1	4_1
hemels_2	chiara.potoms	ann_1	4_1
hachelijk_1	chiara.potoms	ann_1	4_1
horde_2	chiara.potoms	ann_1	4_1
staal_5	chiara.potoms	ann_1	4_1
haken_4	chiara.potoms	ann_1	4_1
herstellen_5	jarne.severens	ann_2	4_2
dof_1	jarne.severens	ann_2	4_2
haten_3	jarne.severens	ann_2	4_2
huldigen_6	jarne.severens	ann_2	4_2
herstructureren_6	jarne.severens	ann_2	4_2
spoor_8	jarne.severens	ann_2	4_2
gemeen_2	jarne.severens	ann_2	4_2
hemels_2	jarne.severens	ann_2	4_2
hachelijk_1	jarne.severens	ann_2	4_2
horde_2	jarne.severens	ann_2	4_2
staal_5	jarne.severens	ann_2	4_2
haken_4	jarne.severens	ann_2	4_2
herstellen_1	birgit.bartels	ann_1	5_1
herstructureren_1	birgit.bartels	ann_1	5_1
dof_8	birgit.bartels	ann_1	5_1
grijs_6	birgit.bartels	ann_1	5_1
haten_4	birgit.bartels	ann_1	5_1
harden_6	birgit.bartels	ann_1	5_1
spoor_3	birgit.bartels	ann_1	5_1
staal_7	birgit.bartels	ann_1	5_1
gemeen_1	birgit.bartels	ann_1	5_1
hoekig_2	birgit.bartels	ann_1	5_1
hoop_3	birgit.bartels	ann_1	5_1
hoopvol_1	birgit.bartels	ann_1	5_1
herstructureren_2	nienke.baens	ann_1	6_1
herhalen_6	nienke.baens	ann_1	6_1
gekleurd_4	nienke.baens	ann_1	6_1
